,c_cluster,cancelled_contracts,claims_rate,educ,first_policy,has_all,has_children,is_profit,location,mon_value,p_cluster,premium_health,premium_household,premium_life,premium_motor,premium_total,premium_work_comp,salary_year
2916,2,0,0.24,1 - Basic,1998.0,1,1.0,1,1.0,807.82,1,101.02,633.45,71.57,95.35,1100.7600000000002,199.37,18480.0
2917,0,0,0.94,3 - BSc/MSc,1983.0,1,1.0,1,1.0,14.23,0,170.81,113.9,26.56,371.18,695.12,12.67,45504.0
2918,0,0,0.94,3 - BSc/MSc,1991.0,1,1.0,1,4.0,18.12,0,190.48,185.6,43.12,289.72,731.59,22.67,21612.0
2919,0,0,0.77,3 - BSc/MSc,1984.0,1,1.0,1,1.0,135.69,1,194.26,128.35,62.79,283.83,699.68,30.45,32988.0
2920,1,1,0.04,3 - BSc/MSc,1979.0,0,1.0,1,4.0,532.44,0,17.56,-5.0,2.0,566.44,587.0,1.0,25368.0
2921,1,0,0.3,3 - BSc/MSc,1977.0,1,0.0,1,4.0,434.42,0,92.24,73.9,3.89,475.2,657.12,11.89,34620.0
2922,0,0,0.76,2 - High School,1988.0,1,1.0,1,3.0,221.71,1,227.6,534.0,7.89,127.8,1008.31,111.02,19164.0
2923,0,0,1.06,3 - BSc/MSc,1988.0,1,0.0,0,1.0,-74.01,1,307.39,226.7,0.89,196.26,779.3599999999999,48.12,36528.0
2924,0,0,0.98,3 - BSc/MSc,1974.0,0,1.0,0,4.0,-14.55,0,256.16,38.9,0.0,280.72,604.23,28.45,22188.0
2925,0,0,1.0,2 - High School,1981.0,1,1.0,0,2.0,-25.0,1,383.96,103.9,53.01,109.02,700.12,50.23,25812.0
2926,1,0,0.4,4 - PhD,1990.0,1,1.0,1,1.0,394.08,0,112.8,108.9,10.89,434.86,694.1199999999999,26.67,41928.0
2927,1,1,0.32,4 - PhD,1982.0,0,1.0,1,4.0,427.86,0,193.48,98.35,-1.11,366.29,668.79,10.67,33516.0
2928,0,0,1.17,1 - Basic,1993.0,1,0.0,0,1.0,-131.23,1,110.91,77.25,183.48,154.14,627.91,102.13,37800.0
2929,1,0,0.26,3 - BSc/MSc,1981.0,1,1.0,1,3.0,480.19,0,108.91,99.45,22.56,415.41,678.56,32.23,31536.0
2930,0,0,0.94,2 - High School,1989.0,1,0.0,1,4.0,24.12,1,147.36,260.05,49.12,291.5,793.04,45.01,47736.0
2931,0,0,0.96,3 - BSc/MSc,1990.0,1,0.0,1,4.0,3.45,0,107.13,117.25,28.45,422.3,685.8,10.67,38760.0
2932,0,0,0.86,3 - BSc/MSc,1994.0,1,1.0,1,2.0,69.12,0,84.46,98.9,4.78,472.2,682.12,21.78,33096.0
2933,0,0,0.96,3 - BSc/MSc,1988.0,1,0.0,1,3.0,8.56,0,222.82,197.25,2.89,301.28,760.6899999999999,36.45,46956.0
2934,1,1,0.39,3 - BSc/MSc,1977.0,0,0.0,1,4.0,327.19,0,199.26,-16.1,22.56,333.84,590.1099999999999,34.45,36204.0
2935,0,1,1.06,3 - BSc/MSc,1991.0,0,1.0,0,3.0,-56.44,0,69.57,-25.55,1.89,505.65,577.11,-2.0,25500.0
2936,0,0,0.93,4 - PhD,1996.0,1,1.0,1,4.0,20.79,0,180.59,28.9,8.78,378.96,614.1199999999999,16.89,22056.0
2937,0,0,0.98,3 - BSc/MSc,1982.0,1,1.0,0,3.0,-9.0,0,172.92,197.25,28.56,353.51,764.7999999999998,12.56,39276.0
2938,1,0,0.71,3 - BSc/MSc,1996.0,1,0.0,1,1.0,212.93,1,254.38,255.6,17.67,226.82,811.4799999999999,57.01,46884.0
2939,0,0,0.85,3 - BSc/MSc,1975.0,1,1.0,1,2.0,89.03,1,194.26,195.6,81.57,184.7,742.4799999999999,86.35,23100.0
2940,1,0,0.72,2 - High School,1975.0,0,1.0,1,1.0,169.14,0,141.47,167.8,0.0,367.29,702.9000000000001,26.34,40272.0
2941,1,0,0.46,3 - BSc/MSc,1988.0,1,0.0,1,1.0,305.74,0,214.15,23.35,33.34,309.39,611.57,31.34,44772.0
2942,1,0,0.32,2 - High School,1984.0,1,1.0,1,3.0,438.31,0,99.13,113.9,9.78,458.42,686.12,4.89,34500.0
2943,2,0,0.24,2 - High School,1984.0,1,0.0,1,1.0,950.41,1,221.82,868.5,42.34,54.79,1281.9099999999999,94.46,47064.0
2944,0,0,1.04,3 - BSc/MSc,1985.0,1,0.0,0,1.0,-56.45,1,289.72,118.9,31.45,252.27,715.1200000000001,22.78,44952.0
2945,0,0,1.05,3 - BSc/MSc,1987.0,1,0.0,0,1.0,-67.01,1,213.04,246.15,34.45,262.27,797.92,42.01,41820.0
2946,0,0,0.9,2 - High School,1995.0,1,0.0,1,1.0,57.46,1,221.82,328.95,34.34,205.04,838.27,48.12,47088.0
2947,0,1,1.13,3 - BSc/MSc,1975.0,0,1.0,0,1.0,-92.78,0,127.58,-50.0,18.56,420.08,583.9999999999999,17.78,35316.0
2948,1,0,0.19,3 - BSc/MSc,1975.0,1,1.0,1,1.0,572.44,0,68.79,157.8,30.56,470.2,741.2399999999999,13.89,36264.0
2949,0,0,1.0,3 - BSc/MSc,1985.0,1,1.0,0,1.0,-26.11,0,209.15,9.45,34.23,297.39,585.5600000000001,35.34,18756.0
2950,0,0,0.62,2 - High School,1975.0,1,1.0,1,1.0,274.94,1,279.72,236.15,26.45,176.81,782.9200000000001,63.79,18168.0
2951,0,0,1.21,3 - BSc/MSc,1995.0,1,1.0,0,1.0,-183.36,1,219.93,190.6,146.36,190.59,759.48,12.0,17532.0
2952,0,0,1.01,3 - BSc/MSc,1985.0,0,1.0,0,1.0,-32.67,0,130.58,43.9,0.0,437.97,620.12,7.67,26976.0
2953,0,1,1.18,1 - Basic,1992.0,0,1.0,0,4.0,-118.77,0,284.61,-65.0,29.56,265.16,585.9999999999999,6.67,24336.0
2954,0,0,0.9,3 - BSc/MSc,1980.0,1,1.0,1,3.0,74.13,1,195.26,482.3,53.01,152.14,971.84,89.13,46392.0
2955,2,0,0.41,2 - High School,1989.0,1,1.0,1,2.0,447.08,1,289.61,241.15,127.69,103.24,805.9200000000001,44.23,14424.0
2956,1,0,0.62,3 - BSc/MSc,1986.0,1,0.0,1,1.0,311.72,1,155.25,373.95,37.23,270.83,887.16,49.9,44904.0
2957,1,0,0.61,3 - BSc/MSc,1985.0,1,1.0,1,3.0,300.95,0,106.91,309.5,38.34,348.4,825.6,22.45,40368.0
2958,1,1,0.44,3 - BSc/MSc,1992.0,0,1.0,1,4.0,313.63,0,229.71,18.9,-0.11,335.73,600.23,15.89,21360.0
2959,1,1,0.33,3 - BSc/MSc,1995.0,0,0.0,1,3.0,401.86,0,132.58,53.9,-0.11,440.86,641.23,13.89,51372.0
2960,0,0,1.03,3 - BSc/MSc,1979.0,1,1.0,0,3.0,-45.67,0,215.82,64.45,20.67,318.95,633.67,13.78,21960.0
2961,0,1,1.03,4 - PhD,1975.0,0,0.0,0,4.0,-49.22,0,176.81,334.5,5.89,354.51,871.7099999999999,-6.11,18732.0
2962,0,0,0.94,3 - BSc/MSc,1975.0,1,0.0,1,4.0,15.11,0,128.58,74.45,28.34,378.85,644.5600000000001,34.34,36576.0
2963,1,0,0.5,3 - BSc/MSc,1992.0,1,1.0,1,2.0,341.06,1,288.72,167.8,30.34,228.6,727.24,11.78,36192.0
2964,1,1,0.58,3 - BSc/MSc,1989.0,0,1.0,1,1.0,276.17,0,211.93,152.8,-5.0,336.84,722.2399999999999,20.67,39348.0
2965,1,0,0.16,3 - BSc/MSc,1978.0,1,1.0,1,3.0,478.21,0,90.46,14.45,3.89,487.98,597.56,0.78,32700.0
2966,2,0,0.29,3 - BSc/MSc,1989.0,1,1.0,1,1.0,742.81,1,223.71,623.45,51.12,89.24,1080.76,93.24,25008.0
2967,0,0,1.0,1 - Basic,1992.0,1,1.0,0,4.0,-19.22,1,159.14,924.05,182.48,46.23,1352.3500000000001,40.45,17268.0
2968,0,0,1.11,3 - BSc/MSc,1978.0,1,1.0,0,4.0,-90.68,0,161.92,57.8,83.46,299.28,620.24,17.78,46068.0
2969,0,0,1.0,2 - High School,1992.0,1,1.0,0,4.0,-25.0,1,188.59,289.5,60.9,230.82,834.5999999999999,64.79,19236.0
2970,2,0,0.46,2 - High School,1996.0,1,1.0,1,4.0,450.41,1,294.39,349.5,54.9,121.69,879.5999999999999,59.12,24648.0
2971,0,0,0.88,3 - BSc/MSc,1994.0,1,0.0,1,4.0,61.57,0,145.14,162.25,64.79,319.84,713.8,21.78,56988.0
2972,0,1,0.86,3 - BSc/MSc,1991.0,0,1.0,1,3.0,69.9,0,218.04,118.9,18.78,351.51,707.2299999999999,-12.0,21672.0
2973,1,0,0.57,2 - High School,1989.0,1,1.0,1,1.0,276.17,1,368.07,122.25,29.56,145.36,698.8,33.56,17304.0
2974,0,0,1.09,1 - Basic,1981.0,1,0.0,0,4.0,-76.33,1,316.17,33.35,108.02,113.8,594.6800000000001,23.34,44340.0
2975,1,0,0.26,3 - BSc/MSc,1987.0,1,1.0,1,4.0,537.22,1,202.26,225.6,30.45,270.94,764.48,35.23,40812.0
2976,0,0,0.69,3 - BSc/MSc,1995.0,1,1.0,1,1.0,226.81,1,244.49,281.15,29.34,240.49,821.03,25.56,21084.0
2977,0,0,0.89,2 - High School,1977.0,1,0.0,1,1.0,41.01,1,260.16,18.35,19.67,251.16,595.6800000000001,46.34,44496.0
2978,1,0,0.27,3 - BSc/MSc,1984.0,1,1.0,1,4.0,518.31,0,199.37,192.8,14.67,336.62,744.24,0.78,42972.0
2979,2,0,0.33,2 - High School,1986.0,1,1.0,1,3.0,573.0,1,228.6,397.85,28.34,200.15,894.2800000000001,39.34,22908.0
2980,0,0,0.93,2 - High School,1996.0,1,0.0,1,4.0,32.01,1,229.6,307.85,47.01,174.92,830.28,70.9,45936.0
2981,0,1,1.15,2 - High School,1996.0,0,1.0,0,4.0,-109.68,0,241.38,13.9,70.68,263.27,589.23,-7.0,22788.0
2982,0,0,0.81,2 - High School,1995.0,1,1.0,1,1.0,135.03,1,172.7,280.6,163.92,49.23,826.48,160.03,21036.0
2983,1,0,0.25,3 - BSc/MSc,1984.0,1,0.0,1,4.0,663.9,1,202.37,393.4,29.45,175.59,920.72,119.91,44484.0
2984,1,1,0.03,3 - BSc/MSc,1979.0,0,1.0,1,4.0,480.33,0,15.67,-50.0,1.0,561.33,578.0,-7.0,35112.0
2985,0,0,0.76,3 - BSc/MSc,1994.0,1,1.0,1,3.0,230.05,1,56.9,642.35,88.35,121.58,1075.88,166.7,21912.0
2986,0,0,1.03,3 - BSc/MSc,1982.0,1,0.0,0,4.0,-41.67,0,214.15,68.9,16.67,338.51,652.1199999999999,13.89,39324.0
2987,1,0,0.39,4 - PhD,1993.0,1,0.0,1,2.0,379.3,0,158.14,102.8,16.78,386.63,665.2399999999999,0.89,33648.0
2988,1,0,0.25,3 - BSc/MSc,1988.0,1,0.0,1,2.0,526.55,0,178.59,181.15,1.89,328.95,733.9200000000001,43.34,28356.0
2989,0,0,0.79,2 - High School,1987.0,1,1.0,1,4.0,178.82,1,112.02,451.2,200.26,78.68,967.9599999999999,125.8,9012.0
2990,1,0,0.38,2 - High School,1989.0,1,1.0,1,3.0,402.52,0,143.47,118.35,42.34,367.07,686.79,15.56,42396.0
2991,0,0,1.09,2 - High School,1983.0,1,0.0,0,1.0,-133.02,1,206.04,771.8,69.79,63.79,1213.4399999999998,102.02,15240.0
2992,0,0,0.85,3 - BSc/MSc,1980.0,1,1.0,1,1.0,72.92,0,103.02,92.25,80.46,321.17,671.69,74.79,36180.0
2993,0,0,0.89,2 - High School,1993.0,1,1.0,1,3.0,53.25,1,238.6,195.05,86.35,176.59,727.0400000000001,30.45,36888.0
2994,0,0,0.7,2 - High School,1977.0,1,1.0,1,1.0,187.93,1,241.38,152.25,28.34,247.49,701.8000000000001,32.34,23568.0
2995,0,1,1.04,3 - BSc/MSc,1984.0,0,0.0,0,3.0,-47.66,0,167.03,-30.0,24.67,369.29,623.0,62.01,44700.0
2996,1,0,0.2,3 - BSc/MSc,1976.0,1,1.0,1,4.0,479.54,0,58.01,35.0,10.78,515.32,629.0,9.89,25332.0
2997,0,0,0.91,3 - BSc/MSc,1991.0,1,1.0,1,4.0,71.35,1,219.82,546.2,50.01,183.59,1045.96,46.34,16080.0
2998,0,1,1.01,2 - High School,1974.0,0,1.0,0,1.0,-45.67,1,119.69,1439.15,-1.11,160.92,1739.3200000000002,19.56,13500.0
2999,2,0,0.58,3 - BSc/MSc,1992.0,1,1.0,1,4.0,374.52,1,61.01,437.3,115.91,305.17,940.9499999999999,21.56,21240.0
3000,0,0,0.99,2 - High School,1996.0,1,1.0,0,3.0,-17.0,1,219.93,248.95,133.58,47.12,791.1600000000001,141.58,19248.0
3001,2,0,0.25,2 - High School,1984.0,1,1.0,1,3.0,951.51,1,243.6,869.6,76.57,35.34,1296.6799999999998,71.57,15888.0
3002,1,0,0.21,2 - High School,1983.0,1,1.0,1,4.0,448.88,0,125.8,28.35,26.56,415.08,599.68,3.89,39852.0
3003,1,0,0.35,3 - BSc/MSc,1997.0,1,1.0,1,1.0,423.64,0,134.58,108.9,25.56,400.41,692.12,22.67,30636.0
3004,0,0,0.82,3 - BSc/MSc,1990.0,1,1.0,1,4.0,95.58,0,230.6,132.25,16.78,286.5,677.8,11.67,35376.0
3005,1,1,0.31,2 - High School,1983.0,0,1.0,1,1.0,452.76,0,57.79,142.8,-7.0,483.09,699.3499999999999,15.67,29904.0
3006,0,0,0.95,3 - BSc/MSc,1986.0,1,1.0,1,1.0,26.23,1,235.49,672.35,85.35,75.46,1119.88,51.23,11268.0
3007,1,0,0.68,3 - BSc/MSc,1996.0,1,0.0,1,1.0,242.93,0,214.15,295.6,15.67,286.5,839.5899999999999,27.67,45012.0
3008,2,1,0.14,3 - BSc/MSc,1981.0,0,1.0,1,3.0,1121.54,1,194.26,958.5,37.23,155.92,1345.91,-5.11,7380.0
3009,2,0,0.17,1 - Basic,1986.0,1,1.0,1,4.0,1092.88,1,158.92,951.85,41.23,25.34,1343.3700000000001,166.03,12552.0
3010,0,1,0.99,4 - PhD,1980.0,0,1.0,0,4.0,-17.09,0,166.92,-1.1,13.67,387.85,592.2199999999999,23.78,34752.0
3011,1,0,0.71,2 - High School,1989.0,1,1.0,1,1.0,187.81,1,259.05,187.25,32.45,249.16,734.8000000000001,6.89,38244.0
3012,2,0,0.67,2 - High School,1978.0,1,1.0,1,4.0,278.73,1,108.13,416.75,113.02,199.26,931.29,94.13,14772.0
3013,0,0,0.91,2 - High School,1981.0,1,1.0,1,3.0,57.46,1,87.46,411.75,74.68,250.27,917.2900000000001,93.13,33456.0
3014,0,1,1.12,3 - BSc/MSc,1988.0,0,1.0,0,3.0,-89.21,0,130.58,-35.55,6.89,441.75,588.11,8.89,36444.0
3015,2,0,0.48,2 - High School,1992.0,1,1.0,1,3.0,408.63,1,273.94,265.6,68.79,168.03,828.5899999999999,52.23,13680.0
3016,0,0,0.88,2 - High School,1979.0,1,1.0,1,4.0,106.47,1,219.93,579.55,108.02,131.47,1060.64,21.67,8400.0
3017,0,0,0.97,4 - PhD,1990.0,1,1.0,0,4.0,-5.78,0,155.25,30.0,10.78,422.3,640.9999999999999,22.67,25464.0
3018,0,0,0.95,2 - High School,1993.0,1,0.0,1,3.0,16.23,1,359.29,266.15,41.23,133.47,826.8100000000001,26.67,46752.0
3019,0,0,1.0,1 - Basic,1991.0,1,1.0,0,2.0,-25.0,1,217.93,327.85,52.01,182.59,849.1700000000001,68.79,26628.0
3020,0,0,0.93,3 - BSc/MSc,1983.0,1,1.0,1,1.0,48.46,1,183.59,482.3,30.56,224.82,994.73,73.46,40632.0
3021,1,1,0.34,3 - BSc/MSc,1979.0,0,0.0,1,1.0,401.75,0,215.93,88.9,2.89,335.62,643.34,-0.22,49668.0
3022,1,0,0.72,3 - BSc/MSc,1991.0,1,1.0,1,3.0,191.7,0,83.35,216.7,2.89,412.19,766.36,51.23,33564.0
3023,1,0,0.53,4 - PhD,1992.0,1,1.0,1,1.0,298.95,0,216.82,138.35,13.67,314.06,692.79,9.89,15132.0
3024,1,0,0.39,1 - Basic,1984.0,1,0.0,1,1.0,431.53,0,74.46,220.05,69.79,319.17,751.04,67.57,42720.0
3025,1,0,0.61,2 - High School,1986.0,1,1.0,1,1.0,342.29,1,158.14,417.85,59.79,253.38,943.28,54.12,35496.0
3026,1,0,0.46,2 - High School,1992.0,1,0.0,1,2.0,307.62,0,196.48,28.35,32.45,332.62,612.6800000000001,22.78,33888.0
3027,1,1,0.14,3 - BSc/MSc,1982.0,0,1.0,1,4.0,448.66,0,72.68,-25.55,-1.11,509.54,582.22,-7.0,32388.0
3028,1,0,0.34,3 - BSc/MSc,1979.0,1,0.0,1,1.0,380.19,0,189.37,48.9,9.78,346.51,613.1199999999999,18.56,47628.0
3029,1,0,0.59,3 - BSc/MSc,1995.0,1,1.0,1,4.0,238.83,0,151.03,72.8,39.34,344.62,649.2400000000001,41.45,38532.0
3030,0,0,0.92,3 - BSc/MSc,1983.0,1,0.0,1,4.0,50.9,1,212.93,442.3,59.01,224.71,955.84,16.89,20028.0
3031,0,0,1.08,3 - BSc/MSc,1990.0,1,0.0,0,4.0,-102.68,1,115.8,387.85,10.89,320.17,923.28,88.57,47040.0
3032,1,0,0.74,2 - High School,1975.0,1,1.0,1,1.0,230.38,1,223.82,485.1,100.13,155.25,965.08,0.78,41136.0
3033,0,0,0.85,2 - High School,1981.0,1,0.0,1,4.0,77.34,0,57.01,94.45,3.0,517.21,679.5600000000001,7.89,30600.0
3034,0,0,0.76,2 - High School,1982.0,1,0.0,1,4.0,125.92,1,330.84,33.9,47.12,161.14,617.12,44.12,52848.0
3035,2,0,0.25,2 - High School,1976.0,1,1.0,1,4.0,680.57,1,97.24,432.85,132.47,140.25,944.2800000000001,141.47,27060.0
3036,0,1,0.97,3 - BSc/MSc,1983.0,0,1.0,0,1.0,-5.21,0,169.92,33.9,13.78,404.63,622.2299999999999,-0.11,26016.0
3037,0,0,0.73,3 - BSc/MSc,1993.0,1,1.0,1,4.0,173.48,1,288.5,190.05,0.89,198.48,730.04,52.12,17616.0
3038,2,0,0.42,2 - High School,1977.0,1,1.0,1,1.0,633.45,1,264.16,658.45,77.68,53.9,1137.76,83.57,15192.0
3039,0,0,1.01,2 - High School,1995.0,1,1.0,0,1.0,-28.78,1,159.03,108.35,146.36,203.26,677.68,60.68,11892.0
3040,0,1,1.1,2 - High School,1986.0,0,1.0,0,4.0,-77.22,0,150.25,-70.0,57.01,348.51,595.0,39.23,28848.0
3041,0,0,0.86,2 - High School,1994.0,1,1.0,1,1.0,109.58,1,163.03,442.85,71.68,214.15,971.28,79.57,16656.0
3042,1,0,0.63,1 - Basic,1978.0,1,0.0,1,3.0,201.5,1,287.5,67.8,51.12,151.03,616.2399999999999,58.79,39864.0
3043,1,0,0.18,1 - Basic,1987.0,1,1.0,1,3.0,597.68,0,114.8,230.05,50.12,355.29,763.04,12.78,32340.0
3044,0,1,0.91,2 - High School,1998.0,0,1.0,1,1.0,33.0,0,38.23,70.0,-5.0,546.88,655.11,-7.0,23268.0
3045,1,0,0.12,3 - BSc/MSc,1982.0,0,1.0,1,4.0,487.43,0,63.68,0.0,15.78,496.65,581.9999999999999,5.89,33924.0
3046,1,0,0.63,2 - High School,1979.0,1,1.0,1,3.0,215.94,1,121.58,87.8,121.8,274.94,645.24,39.12,33240.0
3047,1,0,0.14,2 - High School,1982.0,1,1.0,1,1.0,502.21,0,82.35,44.45,10.78,471.2,609.56,0.78,28536.0
3048,1,0,0.28,1 - Basic,1989.0,1,1.0,1,4.0,437.41,0,144.25,69.45,79.57,332.84,645.56,19.45,29928.0
3049,1,0,0.26,3 - BSc/MSc,1993.0,1,1.0,1,4.0,457.87,0,94.24,48.9,28.56,462.53,649.1199999999999,14.89,26148.0
3050,1,0,0.71,3 - BSc/MSc,1977.0,1,0.0,1,3.0,272.28,1,183.59,550.65,59.79,214.15,1031.52,23.34,42360.0
3051,1,0,0.39,2 - High School,1986.0,1,1.0,1,1.0,365.52,0,103.91,83.35,44.23,351.4,639.68,56.79,17124.0
3052,1,0,0.25,3 - BSc/MSc,1991.0,1,1.0,1,3.0,439.42,0,126.58,44.45,15.67,419.97,615.4499999999999,8.78,26400.0
3053,0,0,0.77,4 - PhD,1993.0,1,1.0,1,3.0,140.24,0,127.47,163.35,5.78,402.41,706.68,7.67,22788.0
3054,1,0,0.28,3 - BSc/MSc,1983.0,1,1.0,1,1.0,500.89,1,209.15,205.05,60.79,215.04,735.04,45.01,22824.0
3055,2,0,0.41,1 - Basic,1994.0,1,1.0,1,2.0,634.79,1,197.26,642.9,227.82,38.45,1123.3200000000002,16.89,13428.0
3056,2,0,0.13,2 - High School,1995.0,1,1.0,1,4.0,1048.41,1,137.58,752.35,162.03,159.03,1227.88,16.89,21000.0
3057,1,0,0.65,3 - BSc/MSc,1994.0,1,0.0,1,4.0,235.05,0,216.82,197.25,32.34,292.39,745.8000000000001,7.0,44136.0
3058,1,0,0.54,3 - BSc/MSc,1996.0,1,1.0,1,4.0,270.61,1,305.39,73.9,22.56,221.82,646.12,22.45,38280.0
3059,0,1,0.79,3 - BSc/MSc,1982.0,0,0.0,1,1.0,141.7,1,365.18,249.5,-1.11,154.14,784.7099999999999,15.89,49668.0
3060,0,0,0.91,4 - PhD,1990.0,1,0.0,1,4.0,42.9,1,196.48,176.15,17.67,280.83,739.03,67.9,47364.0
3061,1,1,0.19,3 - BSc/MSc,1988.0,0,1.0,1,3.0,455.09,0,99.24,13.35,10.78,474.31,597.68,-5.0,32436.0
3062,2,0,0.36,1 - Basic,1994.0,1,1.0,1,4.0,488.76,1,177.59,270.6,182.48,60.68,798.48,107.13,4464.0
3063,0,0,0.96,3 - BSc/MSc,1990.0,1,1.0,0,3.0,-1.66,0,251.27,48.9,25.56,291.5,619.1199999999999,1.89,23868.0
3064,1,0,0.47,2 - High School,1988.0,1,1.0,1,3.0,370.52,0,142.36,182.8,27.45,383.85,752.2400000000001,15.78,19464.0
3065,2,0,0.51,3 - BSc/MSc,1991.0,1,0.0,1,3.0,372.74,0,130.47,265.6,65.9,331.84,805.48,11.67,14472.0
3066,0,0,0.97,2 - High School,1993.0,1,0.0,0,3.0,-6.33,0,114.91,42.8,23.45,408.3,594.24,4.78,41556.0
3067,0,0,0.81,2 - High School,1988.0,1,1.0,1,4.0,97.91,0,208.15,63.9,59.01,315.17,651.12,4.89,29760.0
3068,1,1,0.13,3 - BSc/MSc,1978.0,0,1.0,1,3.0,482.44,0,75.57,18.9,-5.0,495.76,590.23,-1.11,24972.0
3069,1,1,0.24,3 - BSc/MSc,1980.0,0,1.0,1,1.0,394.33,0,96.35,-30.55,-1.11,485.87,582.22,-2.11,30444.0
3070,0,0,0.93,1 - Basic,1983.0,1,0.0,1,4.0,38.57,1,176.7,431.2,240.49,8.67,911.9599999999999,54.9,9492.0
3071,0,0,0.81,2 - High School,1985.0,1,1.0,1,2.0,108.9,1,268.83,133.9,49.12,202.15,712.12,58.12,33216.0
3072,1,0,0.65,3 - BSc/MSc,1995.0,1,0.0,1,1.0,266.93,1,273.83,281.15,10.78,251.49,838.92,21.67,46860.0
3073,1,0,0.66,2 - High School,1979.0,1,0.0,1,3.0,280.17,1,155.03,398.4,48.12,185.37,906.7199999999999,119.8,44520.0
3074,0,0,0.77,2 - High School,1981.0,1,1.0,1,3.0,216.6,1,119.91,558.45,63.9,227.93,1047.76,77.57,22140.0
3075,1,1,0.2,3 - BSc/MSc,1990.0,0,1.0,1,1.0,394.99,0,59.9,-35.0,-6.0,508.32,568.22,-2.11,31128.0
3076,0,0,0.86,2 - High School,1977.0,1,0.0,1,4.0,67.8,1,265.05,92.8,24.45,248.38,656.24,25.56,32268.0
3077,0,0,1.01,3 - BSc/MSc,1985.0,1,1.0,0,4.0,-34.89,0,159.14,192.25,0.89,390.63,751.91,9.0,40044.0
3078,0,0,0.91,3 - BSc/MSc,1979.0,1,1.0,1,1.0,105.58,1,217.93,1100.75,6.89,123.69,1490.6000000000001,41.34,20892.0
3079,0,0,1.0,2 - High School,1992.0,1,0.0,0,4.0,-25.0,1,234.49,285.05,95.13,167.7,816.9300000000001,34.56,55692.0
3080,1,0,0.66,3 - BSc/MSc,1981.0,1,1.0,1,1.0,247.83,1,121.69,312.85,73.68,272.83,812.2800000000002,31.23,31200.0
3081,1,0,0.67,3 - BSc/MSc,1979.0,1,1.0,1,1.0,218.27,1,202.26,186.15,14.78,279.61,739.92,57.12,27696.0
3082,0,0,1.05,3 - BSc/MSc,1981.0,1,1.0,0,1.0,-61.34,1,246.49,264.5,36.34,204.15,799.49,48.01,13212.0
3083,0,1,1.19,3 - BSc/MSc,1995.0,0,1.0,0,1.0,-126.66,1,245.38,-35.55,102.13,206.04,584.1099999999999,30.56,35856.0
3084,1,0,0.54,3 - BSc/MSc,1994.0,1,1.0,1,4.0,298.06,0,177.59,137.8,9.78,356.4,705.1299999999999,23.56,13308.0
3085,2,0,0.35,1 - Basic,1983.0,1,1.0,1,4.0,754.6,1,46.23,779.6,210.04,81.46,1194.68,77.35,8772.0
3086,1,0,0.44,3 - BSc/MSc,1979.0,1,0.0,1,1.0,378.3,0,151.14,162.8,55.01,312.17,717.24,36.12,28944.0
3087,0,0,0.94,2 - High School,1982.0,1,1.0,1,3.0,45.9,1,199.26,755.15,59.9,156.25,1196.01,25.45,24420.0
3088,0,1,1.15,3 - BSc/MSc,1992.0,0,1.0,0,4.0,-110.11,0,47.01,-45.0,4.89,532.21,595.0,10.89,25512.0
3089,1,0,0.35,3 - BSc/MSc,1989.0,1,0.0,1,4.0,508.76,1,254.27,270.6,19.67,263.16,823.3699999999999,15.67,53916.0
3090,1,0,0.39,3 - BSc/MSc,1994.0,1,1.0,1,4.0,347.85,0,171.7,43.9,11.78,372.85,611.01,10.78,24804.0
3091,0,1,0.92,3 - BSc/MSc,1985.0,0,1.0,1,3.0,25.0,0,62.79,60.0,6.0,527.32,656.11,-10.0,20604.0
3092,0,0,1.0,2 - High School,1985.0,1,0.0,0,4.0,-25.0,1,284.72,122.25,47.01,181.48,672.8000000000001,37.34,51096.0
3093,0,1,1.26,3 - BSc/MSc,1995.0,0,1.0,0,1.0,-158.0,0,53.9,-65.0,-3.0,532.21,587.11,1.0,31476.0
3094,0,0,1.0,2 - High School,1987.0,1,0.0,0,2.0,-25.0,1,265.94,206.7,36.45,233.6,764.36,21.67,47448.0
3095,1,0,0.39,2 - High School,1985.0,1,1.0,1,4.0,403.19,0,127.58,141.15,39.34,350.62,696.9200000000001,38.23,32760.0
3096,1,1,0.09,3 - BSc/MSc,1993.0,0,1.0,1,4.0,571.88,0,44.12,75.0,6.89,535.1,661.11,-2.11,32448.0
3097,1,1,0.71,4 - PhD,1985.0,0,0.0,1,4.0,190.71,0,268.83,206.7,18.56,258.27,752.3599999999999,-8.0,32556.0
3098,0,0,0.91,3 - BSc/MSc,1978.0,1,1.0,1,1.0,30.35,0,189.59,28.9,26.45,349.4,595.12,0.78,12468.0
3099,2,0,0.28,1 - Basic,1980.0,1,1.0,1,3.0,803.04,1,134.47,667.9,47.12,85.57,1142.3200000000002,207.26,4152.0
3100,1,1,0.2,3 - BSc/MSc,1992.0,0,1.0,1,3.0,455.09,0,86.35,28.9,-0.11,480.2,603.2299999999999,7.78,29928.0
3101,0,0,1.01,2 - High School,1993.0,1,1.0,0,4.0,-36.78,0,188.48,340.05,11.78,318.95,875.04,15.78,39684.0
3102,1,1,0.17,2 - High School,1984.0,0,1.0,1,1.0,402.76,0,71.68,-70.0,8.78,498.65,586.9999999999999,7.89,33120.0
