,birth_year,educ,salary_year,location,has_children,mon_value,claims_rate,premium_motor,premium_household,premium_health,premium_life,premium_work_comp,customer_since,is_family_policy,premium_total,cancelled_contracts,nr_contracts,p_cluster,c_cluster
1738,1966.0,4 - PhD,25704.0,4.0,1.0,30.12,0.91,470.09,69.45,103.13,2.0,-4.11,1985.0,0,644.67,1,4,2,2
1739,1944.0,3 - BSc/MSc,47112.0,1.0,0.0,575.67,0.31,249.16,358.4,223.93,24.56,17.67,1982.0,0,873.7199999999999,0,5,1,0
1740,1946.0,2 - High School,43788.0,3.0,0.0,-127.24,1.12,207.04,305.05,237.71,26.56,75.68,1978.0,0,852.04,0,5,1,1
1741,1956.0,3 - BSc/MSc,28968.0,3.0,1.0,-105.57,1.12,367.18,102.8,115.69,33.45,47.12,1979.0,0,666.2400000000001,0,5,2,1
1742,1956.0,2 - High School,40116.0,3.0,1.0,-50.23,1.04,278.72,44.45,123.8,120.8,69.68,1993.0,0,637.45,0,5,1,1
1743,1956.0,3 - BSc/MSc,42228.0,4.0,0.0,541.66,0.14,489.76,88.9,75.57,10.89,-4.0,1981.0,0,665.12,1,4,2,0
1744,1936.0,3 - BSc/MSc,48612.0,3.0,1.0,60.01,0.88,327.06,142.8,186.59,55.01,2.78,1986.0,0,714.24,0,5,1,1
1745,1960.0,2 - High School,37056.0,1.0,1.0,593.89,0.43,260.94,638.45,104.02,55.01,35.45,1994.0,0,1093.8700000000001,0,5,0,0
1746,1980.0,2 - High School,25812.0,4.0,1.0,446.75,0.29,377.07,98.9,105.91,45.23,41.01,1980.0,1,668.12,0,5,2,0
1747,1993.0,2 - High School,14292.0,1.0,1.0,290.62,0.52,297.39,107.8,223.82,-5.0,33.23,1996.0,0,662.24,1,4,1,2
1748,1993.0,2 - High School,10512.0,1.0,0.0,180.37,0.74,86.57,231.7,292.39,118.8,71.79,1993.0,1,801.2499999999999,0,5,0,2
1749,1962.0,3 - BSc/MSc,29460.0,1.0,1.0,15.11,0.94,540.99,55.0,40.23,0.89,14.89,1978.0,0,652.0,0,5,2,1
1750,1986.0,2 - High School,19224.0,3.0,1.0,53.24,0.87,298.39,43.9,230.6,24.45,9.89,1997.0,0,607.23,0,5,1,2
1751,1965.0,3 - BSc/MSc,34176.0,2.0,1.0,-62.0,1.06,547.88,-15.0,53.12,1.0,-8.0,1985.0,0,602.0,2,3,2,1
1752,1976.0,2 - High School,24168.0,3.0,1.0,281.94,0.5,273.72,35.0,280.72,10.67,8.89,1979.0,0,609.0,0,5,1,0
1753,1940.0,2 - High School,48972.0,4.0,0.0,159.58,0.8,165.92,403.4,130.58,63.79,155.03,1989.0,0,918.7199999999999,0,5,0,1
1754,1978.0,3 - BSc/MSc,22464.0,1.0,1.0,-129.91,1.14,331.62,221.15,92.24,67.68,37.23,1996.0,0,749.9200000000001,0,5,2,2
1755,1973.0,3 - BSc/MSc,24912.0,4.0,1.0,-13.22,0.98,467.09,23.9,90.35,11.89,-0.11,1978.0,0,593.2299999999999,1,4,2,2
1756,1950.0,2 - High School,43212.0,1.0,0.0,281.71,0.6,190.37,182.8,267.16,95.24,28.67,1992.0,0,764.24,0,5,1,1
1757,1976.0,3 - BSc/MSc,19092.0,4.0,1.0,542.89,0.11,520.32,68.9,57.01,-3.0,-6.11,1995.0,0,646.23,2,3,2,0
1758,1997.0,2 - High School,6612.0,3.0,1.0,981.3,0.21,43.01,874.05,194.37,89.24,68.57,1997.0,1,1269.2399999999998,0,5,0,3
1759,1999.0,1 - Basic,17844.0,1.0,1.0,-47.67,1.02,33.34,1051.3,93.13,22.67,234.6,1999.0,1,1435.04,0,5,0,3
1760,1978.0,2 - High School,20820.0,3.0,1.0,125.37,0.78,407.41,102.25,116.91,33.34,14.78,1978.0,1,674.69,0,5,2,2
1761,1982.0,3 - BSc/MSc,22116.0,4.0,1.0,189.93,0.77,299.39,428.4,133.47,13.67,70.79,1982.0,1,945.7199999999999,0,5,1,2
1762,1971.0,2 - High School,24672.0,3.0,1.0,129.25,0.8,239.6,248.95,156.03,85.35,53.23,1993.0,0,783.16,0,5,1,2
1763,1970.0,3 - BSc/MSc,26376.0,4.0,1.0,378.97,0.34,409.52,-5.55,175.81,12.89,22.78,1987.0,0,620.9999999999999,1,4,2,0
1764,1990.0,3 - BSc/MSc,23424.0,4.0,1.0,466.75,0.4,175.59,295.6,290.61,20.56,38.12,1990.0,1,820.48,0,5,1,3
1765,1942.0,2 - High School,43368.0,2.0,0.0,181.15,0.73,96.24,206.15,218.82,109.91,119.8,1993.0,0,750.92,0,5,0,1
1766,1982.0,3 - BSc/MSc,26148.0,4.0,1.0,418.96,0.32,326.84,65.0,207.04,30.56,21.56,1982.0,1,650.9999999999999,0,5,1,0
1767,1956.0,2 - High School,46272.0,1.0,1.0,170.92,0.76,273.83,241.15,165.03,75.68,45.23,1997.0,0,800.9200000000001,0,5,1,1
1768,1967.0,2 - High School,25236.0,4.0,1.0,139.8,0.77,452.64,147.8,86.46,10.67,27.67,1980.0,0,725.24,0,5,2,1
1769,1956.0,2 - High School,39828.0,4.0,1.0,96.12,0.83,186.48,99.45,267.16,21.67,127.8,1986.0,0,702.56,0,5,1,1
1770,1961.0,1 - Basic,29652.0,2.0,1.0,176.69,0.73,418.19,163.35,118.8,25.56,12.78,1998.0,0,738.6799999999998,0,5,2,2
1771,1949.0,2 - High School,45312.0,2.0,0.0,-53.56,1.03,101.02,309.5,365.07,34.45,28.56,1995.0,0,838.5999999999999,0,5,1,1
1772,1974.0,2 - High School,25440.0,2.0,1.0,450.33,0.15,491.65,-10.55,74.68,-0.11,4.89,1997.0,0,571.2199999999999,2,3,2,0
1773,1957.0,2 - High School,42720.0,1.0,1.0,375.53,0.56,280.94,416.2,76.57,64.79,80.46,1978.0,0,918.96,0,5,0,0
1774,1957.0,3 - BSc/MSc,38904.0,1.0,0.0,400.76,0.34,380.74,62.8,141.47,38.34,17.78,1996.0,0,641.13,0,5,2,0
1775,1979.0,3 - BSc/MSc,27540.0,3.0,1.0,383.41,0.33,395.52,43.35,130.58,11.67,24.56,1980.0,0,605.68,0,5,2,0
1776,1977.0,3 - BSc/MSc,26676.0,1.0,1.0,-51.44,1.05,468.09,-20.55,95.13,2.89,5.89,1977.0,1,572.0,1,4,2,2
1777,1950.0,3 - BSc/MSc,43884.0,4.0,1.0,6.56,0.95,506.54,44.45,77.68,7.89,-5.0,1986.0,0,636.5600000000001,1,4,2,1
1778,1959.0,1 - Basic,35556.0,4.0,0.0,202.93,0.7,227.93,215.05,166.92,75.46,82.68,1990.0,0,768.04,0,5,1,1
1779,1961.0,3 - BSc/MSc,35256.0,4.0,1.0,122.8,0.79,256.27,147.8,156.92,90.35,67.9,1974.0,0,719.24,0,5,1,1
1780,1981.0,3 - BSc/MSc,24792.0,4.0,1.0,314.73,0.49,315.17,97.8,227.71,-3.0,30.56,1985.0,0,671.24,1,4,1,0
1781,1942.0,3 - BSc/MSc,41820.0,4.0,0.0,54.14,0.87,316.95,77.25,202.15,18.56,1.89,1984.0,0,616.8,0,5,1,1
1782,1965.0,3 - BSc/MSc,32940.0,2.0,1.0,296.28,0.56,342.62,196.7,172.7,7.78,13.56,1990.0,0,733.3599999999999,0,5,2,0
1783,1954.0,1 - Basic,39780.0,4.0,0.0,297.17,0.63,214.93,358.4,207.26,36.23,60.9,1986.0,0,877.7199999999999,0,5,1,1
1784,1952.0,4 - PhD,35928.0,4.0,0.0,298.17,0.56,324.95,177.8,214.15,11.78,13.56,1988.0,0,742.2399999999999,0,5,1,0
1785,1959.0,3 - BSc/MSc,38412.0,4.0,1.0,-73.78,1.05,339.84,416.75,139.47,36.45,-4.11,1979.0,0,932.51,1,4,2,1
1786,1991.0,2 - High School,17220.0,1.0,0.0,516.77,0.38,25.45,362.85,312.06,114.91,64.01,1991.0,1,879.28,0,5,0,3
1787,1979.0,3 - BSc/MSc,26376.0,3.0,1.0,297.06,0.53,347.62,84.45,213.15,33.45,7.89,1985.0,0,686.5600000000001,0,5,1,0
1788,1957.0,3 - BSc/MSc,44520.0,4.0,1.0,147.93,0.76,315.28,175.6,153.03,42.12,39.45,1981.0,0,725.48,0,5,1,1
1789,1950.0,3 - BSc/MSc,39300.0,2.0,0.0,470.75,0.44,130.47,344.5,295.61,44.12,64.9,1987.0,0,879.6,0,5,1,0
1790,1974.0,3 - BSc/MSc,33432.0,4.0,1.0,461.75,0.32,280.61,158.35,224.71,56.01,-4.11,1983.0,0,719.6800000000001,1,4,1,0
1791,1983.0,4 - PhD,29088.0,4.0,1.0,-46.66,1.04,327.95,13.9,208.04,16.67,35.56,1983.0,1,602.1199999999999,0,5,1,2
1792,1972.0,3 - BSc/MSc,20340.0,4.0,1.0,467.77,0.18,475.2,23.9,92.35,8.78,-2.11,1985.0,0,600.2299999999999,1,4,2,0
1793,1994.0,1 - Basic,4092.0,4.0,1.0,116.25,0.91,46.01,1139.65,106.02,60.9,141.25,1994.0,1,1493.8300000000002,0,5,0,3
1794,1958.0,4 - PhD,30660.0,3.0,0.0,382.2,0.27,485.98,-25.0,73.57,-1.11,26.56,1976.0,0,586.1099999999999,2,3,2,0
1795,1939.0,2 - High School,50208.0,4.0,0.0,259.5,0.64,302.17,245.05,168.92,17.67,52.23,1986.0,0,786.04,0,5,1,1
1796,1945.0,2 - High School,45192.0,1.0,0.0,287.17,0.55,343.51,147.25,167.92,31.34,8.78,1974.0,0,698.8,0,5,2,1
1797,1940.0,2 - High School,48876.0,4.0,1.0,269.5,0.65,230.6,309.5,212.93,63.9,23.67,1991.0,0,840.5999999999999,0,5,1,1
1798,1966.0,2 - High School,28992.0,1.0,1.0,411.75,0.27,424.08,28.9,126.69,12.67,7.78,1992.0,0,600.1199999999999,0,5,2,0
1799,1980.0,3 - BSc/MSc,30396.0,4.0,1.0,54.23,0.88,437.86,79.45,142.47,4.89,-0.11,1980.0,1,664.6700000000001,1,4,2,2
1800,1967.0,4 - PhD,27168.0,1.0,1.0,-61.0,1.07,524.1,-35.0,50.01,5.0,-2.0,1980.0,0,579.11,2,3,2,1
1801,1963.0,1 - Basic,34512.0,3.0,1.0,-4.33,0.97,397.74,117.25,135.36,30.56,9.89,1977.0,0,690.8,0,5,2,1
1802,1988.0,3 - BSc/MSc,21960.0,1.0,1.0,228.16,0.62,240.38,84.45,281.72,43.23,12.78,1988.0,1,662.56,0,5,1,2
1803,1987.0,2 - High School,13956.0,3.0,1.0,363.95,0.57,79.35,388.95,337.84,15.67,88.35,1987.0,1,910.1599999999999,0,5,1,3
1804,1962.0,2 - High School,38364.0,3.0,1.0,-102.33,1.13,410.19,-15.55,82.46,46.23,53.23,1988.0,0,592.11,1,4,2,1
1805,1990.0,2 - High School,12384.0,4.0,1.0,284.17,0.6,309.17,217.25,224.82,28.56,0.0,1990.0,1,779.8,0,4,1,2
1806,1955.0,3 - BSc/MSc,43380.0,4.0,1.0,-33.67,1.01,368.07,104.45,151.03,30.34,21.67,1979.0,0,675.56,0,5,2,1
1807,1980.0,2 - High School,16740.0,1.0,1.0,330.63,0.37,319.06,-5.55,211.04,5.78,36.34,1988.0,0,572.22,1,4,1,0
1808,1945.0,3 - BSc/MSc,44340.0,4.0,0.0,-32.1,1.01,169.03,33.35,327.84,40.12,40.45,1988.0,0,610.7900000000001,0,5,1,1
1809,1967.0,3 - BSc/MSc,38424.0,1.0,1.0,437.45,0.15,551.88,-35.55,39.34,-0.11,-9.0,1981.0,0,591.22,3,2,2,0
1810,1974.0,3 - BSc/MSc,34764.0,4.0,1.0,420.53,0.28,457.53,24.45,130.58,6.0,-4.0,1978.0,0,618.56,1,4,2,0
1811,1981.0,3 - BSc/MSc,22392.0,4.0,1.0,408.19,0.4,398.74,152.25,139.36,16.78,17.67,1992.0,0,724.8,0,5,2,0
1812,1997.0,2 - High School,13140.0,1.0,1.0,-185.14,1.15,54.79,667.35,158.92,6.0,208.93,1997.0,1,1095.99,0,5,0,2
1813,1938.0,1 - Basic,51216.0,4.0,0.0,851.15,0.19,182.7,693.45,164.03,45.12,0.0,1996.0,0,1085.3,0,4,1,0
1814,1958.0,3 - BSc/MSc,34128.0,3.0,1.0,448.55,0.18,494.65,-10.55,59.79,12.89,23.78,1980.0,0,591.1099999999999,1,4,2,0
1815,1955.0,3 - BSc/MSc,39720.0,3.0,1.0,-25.0,1.0,459.53,161.15,69.57,14.78,7.78,1990.0,0,712.81,0,5,2,1
1816,1947.0,3 - BSc/MSc,40932.0,1.0,0.0,-15.11,0.98,304.5,53.9,191.37,43.23,53.12,1977.0,0,646.12,0,5,1,1
1817,1965.0,4 - PhD,28044.0,4.0,1.0,340.76,0.3,482.98,-55.0,91.35,7.78,-5.0,1986.0,0,582.11,2,3,2,0
1818,1952.0,2 - High School,40344.0,1.0,0.0,139.92,0.85,89.35,580.1,202.15,164.92,28.56,1980.0,0,1065.08,0,5,0,1
1819,1943.0,3 - BSc/MSc,39900.0,4.0,1.0,347.07,0.43,404.52,88.9,92.13,32.45,35.12,1996.0,0,653.12,0,5,2,0
1820,1985.0,2 - High School,23088.0,1.0,1.0,589.89,0.27,179.59,314.5,228.82,17.67,103.13,1985.0,1,843.71,0,5,1,0
1821,1996.0,1 - Basic,13908.0,1.0,1.0,1382.27,0.16,30.34,1364.15,104.02,78.57,91.35,1997.0,0,1668.4299999999998,0,5,0,3
1822,1993.0,3 - BSc/MSc,16344.0,4.0,1.0,-70.9,1.06,127.58,285.05,360.4,3.89,42.01,1993.0,1,818.93,0,5,1,2
1823,1973.0,2 - High School,25332.0,1.0,1.0,110.79,0.81,425.19,133.9,149.14,-1.0,3.89,1988.0,0,712.12,1,4,2,2
1824,1974.0,2 - High School,22128.0,4.0,1.0,-36.32,1.02,442.75,-15.55,123.58,1.0,20.78,1987.0,0,588.11,1,4,2,2
1825,1989.0,2 - High School,15768.0,4.0,1.0,-73.12,1.05,156.92,504.55,235.71,48.12,25.34,1992.0,0,970.6400000000001,0,5,1,2
1826,1953.0,2 - High School,42588.0,4.0,0.0,-25.0,1.0,363.18,93.35,193.48,8.78,6.78,1984.0,0,665.5699999999999,0,5,2,1
1827,1951.0,3 - BSc/MSc,47064.0,1.0,0.0,-3.66,0.97,173.92,274.5,324.84,6.0,27.34,1979.0,0,806.6,0,5,1,1
1828,1946.0,3 - BSc/MSc,48780.0,3.0,0.0,-56.56,1.04,226.71,320.05,233.6,17.56,49.12,1983.0,0,847.04,0,5,1,1
1829,1995.0,2 - High School,11028.0,3.0,1.0,-88.9,1.1,64.79,88.35,258.05,60.9,189.59,1995.0,1,661.68,0,5,0,2
1830,1967.0,2 - High School,33312.0,2.0,1.0,430.87,0.24,466.42,-10.55,117.91,12.89,15.89,1997.0,0,613.11,1,4,2,0
1831,1969.0,2 - High School,20256.0,3.0,1.0,91.57,0.84,362.07,162.8,111.02,46.23,45.12,1978.0,0,727.24,0,5,2,2
1832,1976.0,3 - BSc/MSc,25896.0,4.0,1.0,470.09,0.21,453.64,44.45,124.58,3.89,3.0,1980.0,0,629.56,0,5,2,0
1833,1945.0,3 - BSc/MSc,48504.0,1.0,0.0,190.81,0.74,290.61,261.15,200.26,10.78,56.12,1980.0,0,818.92,0,5,1,1
1834,1943.0,1 - Basic,47472.0,1.0,0.0,176.82,0.72,148.36,156.7,291.5,85.46,40.34,1984.0,0,722.36,0,5,1,1
1835,1950.0,3 - BSc/MSc,39684.0,1.0,0.0,54.35,0.87,479.2,38.9,75.57,22.67,17.78,1996.0,0,634.12,0,5,2,1
1836,1996.0,1 - Basic,14016.0,2.0,1.0,248.83,0.75,48.9,667.35,121.58,224.93,40.12,1996.0,1,1102.8799999999999,0,5,0,3
1837,1949.0,2 - High School,47616.0,1.0,1.0,108.92,0.81,415.3,122.25,142.47,5.89,5.78,1994.0,0,691.6899999999999,0,5,2,1
1838,1977.0,4 - PhD,37476.0,4.0,1.0,104.14,0.79,363.29,23.9,127.69,49.12,56.12,1980.0,0,620.12,0,5,2,1
1839,1979.0,1 - Basic,18780.0,2.0,1.0,-38.78,1.02,213.04,185.6,201.26,67.68,53.9,1979.0,1,721.4799999999999,0,5,1,2
1840,1971.0,3 - BSc/MSc,34656.0,3.0,1.0,-65.66,1.07,491.87,-45.55,92.35,4.89,9.89,1975.0,0,599.0,1,4,2,1
1841,1955.0,3 - BSc/MSc,35508.0,1.0,1.0,-13.22,0.98,379.74,88.9,132.47,37.23,11.78,1989.0,0,650.12,0,5,2,1
1842,1973.0,3 - BSc/MSc,20316.0,4.0,1.0,352.07,0.39,348.4,38.35,187.37,12.78,28.67,1987.0,0,615.5699999999999,0,5,2,0
1843,1940.0,3 - BSc/MSc,39588.0,4.0,0.0,185.72,0.71,286.61,195.05,180.7,59.01,15.67,1986.0,0,737.04,0,5,1,1
1844,1977.0,2 - High School,26112.0,3.0,1.0,312.95,0.55,326.06,181.15,216.82,11.89,9.0,1980.0,0,744.92,0,5,1,0
1845,1967.0,3 - BSc/MSc,38100.0,4.0,1.0,64.46,0.86,305.17,117.8,208.15,28.34,1.78,1983.0,0,661.24,0,5,1,1
1846,1955.0,2 - High School,35340.0,3.0,1.0,-77.12,1.06,337.73,445.65,111.02,32.45,19.67,1987.0,0,946.52,0,5,2,1
1847,1964.0,3 - BSc/MSc,22740.0,3.0,1.0,499.1,0.15,533.21,25.0,57.01,5.0,-4.11,1986.0,0,620.22,1,4,2,0
1848,1943.0,3 - BSc/MSc,47124.0,2.0,0.0,110.9,0.81,404.52,133.9,163.92,1.89,3.89,1992.0,0,708.1199999999999,0,5,2,1
1849,1944.0,4 - PhD,42180.0,4.0,1.0,496.1,0.26,524.1,104.45,54.01,7.0,10.0,1976.0,0,699.5600000000001,0,5,2,0
1850,1938.0,3 - BSc/MSc,49284.0,2.0,0.0,159.7,0.72,215.93,122.25,301.39,20.56,10.67,1975.0,0,670.7999999999998,0,5,1,1
1851,1951.0,2 - High School,36024.0,3.0,1.0,-16.22,0.99,384.63,92.25,123.58,8.78,31.56,1996.0,0,640.8,0,5,2,1
1852,1978.0,2 - High School,20568.0,3.0,1.0,83.9,0.84,460.53,108.9,118.91,1.89,7.89,1987.0,0,698.1199999999999,0,5,2,2
1853,1943.0,2 - High School,47328.0,2.0,0.0,349.64,0.53,98.13,278.4,181.7,242.6,1.89,1981.0,0,802.72,0,5,0,1
1854,1967.0,3 - BSc/MSc,28872.0,4.0,1.0,-23.0,1.0,351.51,133.35,181.7,2.0,48.12,1984.0,0,716.68,0,5,1,1
1855,1969.0,3 - BSc/MSc,23712.0,4.0,1.0,5.0,0.95,543.88,75.0,52.12,-6.0,-9.0,1978.0,0,671.0,2,3,2,2
1856,1954.0,3 - BSc/MSc,42192.0,4.0,0.0,494.09,0.22,418.19,103.9,139.47,-3.0,7.67,1991.0,0,669.23,1,4,2,0
1857,1956.0,3 - BSc/MSc,38400.0,4.0,1.0,-8.98,0.97,364.29,-15.55,126.58,64.68,17.56,1993.0,0,573.1099999999999,1,4,2,1
1858,1987.0,3 - BSc/MSc,18144.0,1.0,0.0,495.98,0.21,275.72,74.45,137.58,15.78,155.03,1994.0,0,658.56,0,5,1,0
1859,1969.0,1 - Basic,26628.0,4.0,1.0,-73.45,1.07,397.63,195.05,116.91,26.45,-11.0,1987.0,0,736.0400000000001,1,4,2,2
1860,1962.0,1 - Basic,29796.0,2.0,1.0,-4.99,0.97,437.75,33.9,120.8,2.89,16.78,1975.0,0,612.1199999999999,0,5,2,1
1861,1967.0,3 - BSc/MSc,25560.0,3.0,1.0,436.98,0.3,465.31,89.45,100.13,-1.11,10.89,1983.0,0,665.78,1,4,2,0
1862,1955.0,3 - BSc/MSc,40572.0,3.0,1.0,412.64,0.3,426.86,49.45,116.8,10.78,24.67,1991.0,0,628.56,0,5,2,0
1863,1994.0,3 - BSc/MSc,11844.0,4.0,1.0,205.82,0.7,145.36,211.15,225.93,64.79,125.69,1994.0,1,772.9200000000001,0,5,0,2
1864,1949.0,2 - High School,43800.0,4.0,0.0,349.07,0.6,206.04,441.75,166.92,67.68,53.01,1978.0,0,935.3999999999999,0,5,0,1
1865,1962.0,4 - PhD,32244.0,1.0,1.0,-78.99,1.1,400.52,-45.55,163.92,-1.11,-3.11,1997.0,0,564.4399999999999,3,2,2,2
1866,1972.0,3 - BSc/MSc,31116.0,3.0,1.0,-54.22,1.05,525.99,-45.0,42.23,11.78,4.0,1989.0,0,584.0,1,4,2,2
1867,1942.0,2 - High School,44964.0,3.0,0.0,132.03,0.8,194.37,240.05,252.38,65.79,28.45,1981.0,0,781.04,0,5,1,1
1868,1939.0,4 - PhD,47844.0,1.0,0.0,490.87,0.21,453.53,59.45,130.69,-4.0,14.89,1987.0,0,658.5600000000001,1,4,2,0
1869,1978.0,3 - BSc/MSc,21456.0,1.0,0.0,497.22,0.17,356.4,42.8,104.91,65.9,57.12,1991.0,0,627.13,0,5,2,0
1870,1972.0,4 - PhD,22092.0,1.0,1.0,-187.0,1.31,536.99,-75.0,45.01,0.0,12.0,1983.0,0,594.0,1,3,2,2
1871,1987.0,1 - Basic,27804.0,1.0,1.0,1010.74,0.3,55.01,1090.75,198.26,110.02,30.45,1987.0,1,1484.49,0,5,0,3
1872,1967.0,1 - Basic,35040.0,4.0,1.0,371.63,0.54,396.63,295.6,145.36,6.0,13.89,1975.0,0,857.48,0,5,2,0
1873,1965.0,3 - BSc/MSc,34140.0,3.0,1.0,122.02,0.8,481.98,157.8,69.68,12.78,2.0,1978.0,0,724.24,0,5,2,1
1874,1942.0,3 - BSc/MSc,41064.0,2.0,0.0,129.7,0.77,203.04,127.25,318.06,24.56,2.89,1977.0,0,675.7999999999998,0,5,1,1
1875,1946.0,3 - BSc/MSc,45684.0,2.0,0.0,376.53,0.34,326.06,38.35,209.15,24.56,12.56,1983.0,0,610.68,0,5,1,0
1876,1951.0,1 - Basic,36048.0,1.0,0.0,71.02,0.91,149.03,653.45,92.13,155.14,59.12,1994.0,0,1108.87,0,5,0,1
1877,1953.0,3 - BSc/MSc,32232.0,2.0,1.0,-21.89,1.0,435.97,94.45,111.8,9.78,6.67,1981.0,0,658.67,0,5,2,1
1878,1947.0,3 - BSc/MSc,48444.0,3.0,0.0,-45.55,1.04,350.51,-20.55,211.04,4.78,8.78,1989.0,0,575.1099999999999,1,4,2,1
1879,1980.0,3 - BSc/MSc,26628.0,1.0,1.0,31.35,0.91,362.4,33.9,153.14,22.45,38.34,1981.0,0,610.23,0,5,2,2
1880,1978.0,3 - BSc/MSc,22644.0,4.0,1.0,-21.0,0.99,385.85,59.45,173.7,17.78,21.78,1982.0,0,658.56,0,5,2,2
1881,1953.0,2 - High School,49524.0,3.0,1.0,424.43,0.49,340.73,396.2,65.68,68.79,15.56,1993.0,0,886.96,0,5,2,0
1882,1975.0,2 - High School,26856.0,2.0,1.0,52.02,0.87,296.28,18.9,188.59,44.23,58.12,1977.0,0,606.12,0,5,1,2
1883,1974.0,3 - BSc/MSc,30840.0,3.0,1.0,506.99,0.17,532.1,25.0,58.01,11.89,12.0,1983.0,0,639.0,0,5,2,0
1884,1994.0,1 - Basic,5976.0,2.0,1.0,778.37,0.38,122.58,854.6,246.49,16.78,51.23,1994.0,1,1291.68,0,5,0,3
1885,1951.0,2 - High School,37224.0,4.0,1.0,259.18,0.57,153.03,131.15,204.04,131.58,42.01,1995.0,0,661.8100000000001,0,5,1,0
1886,1943.0,3 - BSc/MSc,41952.0,3.0,0.0,-110.1,1.16,451.64,-35.55,108.13,-7.0,26.45,1992.0,0,586.22,2,3,2,1
1887,1994.0,2 - High School,19788.0,4.0,1.0,96.8,0.89,26.34,711.8,164.92,183.59,61.79,1994.0,1,1148.4399999999998,0,5,0,3
1888,1949.0,2 - High School,42108.0,4.0,0.0,136.15,0.76,170.7,161.15,229.6,5.78,113.69,1980.0,0,680.9200000000001,0,5,1,1
1889,1989.0,3 - BSc/MSc,22908.0,4.0,1.0,314.18,0.41,321.17,-5.55,227.6,4.78,23.56,1989.0,1,577.1099999999999,1,4,1,0
1890,1997.0,2 - High School,14196.0,1.0,1.0,803.03,0.25,222.93,605.1,156.03,72.57,45.34,1997.0,1,1101.9699999999998,0,5,0,3
1891,1956.0,4 - PhD,35736.0,1.0,1.0,67.56,0.86,388.74,94.45,174.59,1.89,2.89,1976.0,0,662.56,0,5,2,1
1892,1978.0,3 - BSc/MSc,18156.0,3.0,1.0,-53.98,1.05,410.52,-11.1,159.92,0.0,6.78,1978.0,1,577.2199999999999,1,3,2,2
1893,1973.0,3 - BSc/MSc,24036.0,4.0,1.0,-23.0,1.0,492.87,89.45,95.35,0.89,2.0,1985.0,0,680.5600000000001,0,5,2,2
1894,1973.0,2 - High School,29448.0,4.0,1.0,-57.33,1.05,328.06,8.9,177.59,36.23,41.23,1987.0,0,592.01,0,5,1,2
1895,1954.0,2 - High School,44820.0,4.0,1.0,1150.32,0.16,201.26,982.95,174.81,8.89,36.45,1990.0,0,1404.3600000000001,0,5,0,3
1896,1971.0,2 - High School,28872.0,1.0,1.0,316.83,0.6,295.61,349.5,187.48,24.45,7.67,1980.0,0,864.71,0,5,1,0
1897,1971.0,2 - High School,29952.0,2.0,1.0,37.0,0.91,246.27,153.35,224.82,91.35,1.89,1990.0,0,717.6800000000001,0,5,1,2
1898,1949.0,2 - High School,36480.0,4.0,0.0,498.88,0.39,186.7,323.4,215.04,60.9,74.68,1997.0,0,860.72,0,5,1,0
1899,1974.0,3 - BSc/MSc,24912.0,1.0,1.0,256.04,0.66,378.07,271.15,133.58,43.23,9.89,1979.0,0,835.9200000000001,0,5,2,0
1900,1946.0,3 - BSc/MSc,36108.0,4.0,0.0,-66.45,1.07,346.62,57.8,179.59,36.34,-5.11,1988.0,0,620.35,1,4,2,1
1901,1965.0,3 - BSc/MSc,25752.0,4.0,1.0,451.87,0.32,488.98,118.9,86.46,9.89,-1.11,1985.0,0,704.23,1,4,2,0
1902,1994.0,3 - BSc/MSc,15216.0,3.0,1.0,409.75,0.35,394.52,111.7,101.24,40.23,21.67,1997.0,0,669.3599999999999,0,5,2,3
1903,1975.0,2 - High School,30624.0,4.0,1.0,21.23,0.92,374.07,38.9,151.03,-5.0,51.23,1983.0,0,615.23,1,4,2,2
1904,1996.0,1 - Basic,6384.0,1.0,0.0,355.29,0.57,52.01,373.4,57.79,227.82,182.7,1996.0,1,893.72,0,5,0,3
1905,1961.0,2 - High School,34980.0,1.0,1.0,389.19,0.37,410.3,88.35,116.8,3.89,36.34,1977.0,0,655.68,0,5,2,0
1906,1986.0,2 - High School,20244.0,3.0,1.0,-42.0,1.02,72.57,607.9,323.95,23.45,40.45,1986.0,1,1068.3200000000002,0,5,1,2
1907,1963.0,3 - BSc/MSc,30660.0,1.0,1.0,279.38,0.65,343.62,325.05,144.36,20.67,35.34,1979.0,0,869.0400000000001,0,5,2,0
1908,1995.0,2 - High School,13848.0,4.0,1.0,-219.37,1.23,86.46,328.95,158.92,175.59,105.24,1995.0,1,855.16,0,5,0,2
1909,1962.0,3 - BSc/MSc,34032.0,2.0,1.0,487.65,0.18,478.98,39.45,84.57,16.78,5.78,1984.0,0,625.56,0,5,2,0
1910,1957.0,2 - High School,36852.0,3.0,1.0,123.47,0.77,218.93,78.9,112.91,86.46,156.92,1985.0,0,654.12,0,5,0,1
1911,1993.0,2 - High School,19488.0,1.0,1.0,-154.47,1.15,47.23,324.5,230.71,129.47,116.69,1993.0,1,848.6000000000001,0,5,0,2
1912,1979.0,3 - BSc/MSc,21756.0,4.0,1.0,180.15,0.67,275.83,29.45,210.15,50.01,50.12,1988.0,0,615.56,0,5,1,2
1913,1970.0,2 - High School,33228.0,4.0,1.0,-43.56,1.02,414.08,206.7,94.24,8.89,27.45,1976.0,0,751.36,0,5,2,1
